user_id,age,sex,education,primary_source_of_income,sum_of_monthly_installments,sum_of_monthly_expenses,country,signup_date,risk_score
U00300,68,Other,PhD,Business,522.34,512.9,Austria,2024-03-14,0.6545710130653745
U00301,51,Other,PhD,Retirement,235.43,2398.48,Netherlands,2025-02-03,0.5236042251935444
U00302,33,Other,None,Unemployment,322.28,2281.21,Austria,2021-02-25,0.7596980869863765
U00303,65,Female,Bachelor,Student Aid,369.67,2176.9,Italy,2020-12-04,0.6600012034383731
U00304,44,Other,PhD,Business,419.17,207.23,Ireland,2024-11-16,0.6753943385668509
U00305,60,Female,High School,Retirement,975.69,751.64,Finland,2022-02-12,0.41871513134171784
U00306,56,Female,PhD,Unemployment,52.58,2044.28,Denmark,2024-08-09,0.5958336568905159
U00307,31,Other,Bachelor,Unemployment,423.96,359.2,Poland,2022-07-23,0.5978802040639218
U00308,57,Male,None,Savings,90.25,1206.17,Netherlands,2021-06-06,0.21611810220440547
U00309,41,Male,PhD,Employment,512.25,164.98,Czech Republic,2023-04-10,0.6779581118322932
U00310,45,Female,High School,Student Aid,300.41,3226.39,France,2020-11-20,0.4645470749113461
U00311,46,Female,Bachelor,Employment,466.49,229.03,Austria,2022-05-19,0.573562935755415
U00312,34,Female,Master,Savings,261.8,509.36,Finland,2023-06-13,0.40943296414068964
U00313,43,Female,High School,Retirement,23.29,2296.02,Ireland,2022-09-23,0.8030602945523169
U00314,69,Other,None,Unemployment,425.97,29.87,Netherlands,2021-08-24,0.3890188585304919
U00315,28,Other,PhD,Savings,516.97,557.94,Poland,2024-01-12,0.41484743409918656
U00316,40,Other,High School,Business,177.12,383.63,Denmark,2024-12-03,0.6096823240014311
U00317,46,Other,Master,Business,866.35,129.36,Finland,2022-11-16,0.5133428408914553
U00318,46,Male,PhD,Employment,354.94,299.34,Portugal,2024-10-20,0.6748870573057101
U00319,19,Other,High School,Unemployment,444.61,313.72,France,2020-05-15,0.5646260366500623
U00320,54,Other,Master,Employment,305.27,608.19,Poland,2025-01-08,0.5364961496192548
U00321,74,Female,High School,Retirement,175.18,448.68,Netherlands,2022-11-07,0.6745228187046889
U00322,51,Female,PhD,Business,71.9,37.95,Italy,2021-03-08,0.36060017088465895
U00323,42,Other,PhD,Savings,376.5,992.7,Denmark,2021-06-12,0.8773319311811337
U00324,63,Male,Bachelor,Business,68.33,114.71,Germany,2022-07-21,0.25153794417872655
U00325,25,Other,PhD,Savings,442.11,2235.52,Denmark,2021-04-14,0.5964084139801316
U00326,61,Male,PhD,Savings,9.92,3043.66,France,2021-03-19,0.6993728795198647
U00327,20,Male,PhD,Student Aid,61.54,744.09,Spain,2025-01-03,0.28608117009960543
U00328,26,Female,Master,Student Aid,67.14,811.77,Poland,2021-08-16,0.5909247635917184
U00329,39,Female,Master,Student Aid,261.66,376.0,Czech Republic,2022-08-15,0.4048092447059965
U00330,30,Male,High School,Unemployment,48.61,749.69,Netherlands,2022-09-13,0.6493628355022034
U00331,47,Other,Master,Student Aid,149.52,784.57,Belgium,2022-02-04,0.2624145764771415
U00332,62,Other,Master,Unemployment,424.48,3660.19,Ireland,2023-03-22,0.6140621984216446
U00333,58,Female,Bachelor,Unemployment,12.13,785.88,Ireland,2022-01-13,0.4605017146079054
U00334,74,Female,High School,Business,253.82,22.25,Belgium,2022-07-20,0.4395065747040319
U00335,71,Other,Master,Savings,288.82,1454.67,Spain,2024-08-08,0.46685537392555043
U00336,50,Other,Master,Employment,218.76,110.36,Ireland,2024-06-16,0.5040328758491797
U00337,30,Other,PhD,Retirement,25.83,2088.24,Poland,2022-06-10,0.29219422014954016
U00338,55,Other,High School,Savings,251.48,1403.35,Finland,2020-09-25,0.3339020729980533
U00339,67,Female,Master,Business,516.85,50.47,Sweden,2021-02-01,0.5527836601859654
U00340,20,Female,Bachelor,Student Aid,679.65,1083.98,Italy,2023-11-28,0.5199171047396233
U00341,26,Other,Master,Student Aid,16.01,935.22,Portugal,2022-08-28,0.6047334970420385
U00342,67,Other,Bachelor,Student Aid,294.49,1835.77,Germany,2020-09-04,0.5590228078132624
U00343,64,Other,High School,Retirement,505.94,100.21,Portugal,2020-05-02,0.5171800049323196
U00344,39,Female,High School,Savings,180.62,1237.97,Netherlands,2023-02-21,0.6425218206498248
U00345,58,Other,Bachelor,Employment,53.74,692.8,Spain,2021-06-01,0.5975422362439554
U00346,29,Female,PhD,Business,52.14,2464.84,Italy,2022-07-13,0.7351029502939114
U00347,36,Male,None,Retirement,1117.23,492.99,Czech Republic,2021-09-05,0.5784253232053249
U00348,72,Other,Master,Business,13.39,211.62,Spain,2024-01-23,0.41394499940921314
U00349,23,Female,Master,Student Aid,381.04,311.23,Ireland,2024-12-30,0.3308259169248041
U00350,52,Female,High School,Unemployment,74.75,650.37,Germany,2023-12-10,0.5846416082040105
U00351,32,Male,Bachelor,Student Aid,89.39,745.27,Finland,2025-01-27,0.5598834683907918
U00352,41,Other,PhD,Savings,166.27,509.46,Netherlands,2020-05-21,0.5970793909554112
U00353,61,Male,PhD,Employment,437.95,843.46,Spain,2021-04-03,0.6428440191555814
U00354,58,Other,High School,Unemployment,173.2,1550.31,Netherlands,2020-12-10,0.9419319239994839
U00355,53,Other,Master,Savings,620.07,2771.55,Belgium,2021-07-28,0.25505715791870254
U00356,68,Other,Master,Employment,100.16,533.95,Denmark,2024-12-11,0.41408473631772114
U00357,20,Male,PhD,Employment,292.63,1198.17,Sweden,2020-08-10,0.4061655947735706
U00358,25,Other,Master,Savings,155.91,1105.13,Italy,2023-06-12,0.5593705300156113
U00359,59,Other,High School,Student Aid,81.36,4265.01,Ireland,2025-01-01,0.5485700191408918
U00360,62,Female,Master,Student Aid,172.43,122.96,Belgium,2021-07-25,0.45627650315097645
U00361,64,Male,Bachelor,Employment,269.62,1039.33,Poland,2023-12-17,0.3971393619817483
U00362,34,Female,PhD,Employment,148.82,4184.59,Germany,2021-05-21,0.5413287316202797
U00363,19,Male,None,Business,585.55,10.89,Belgium,2020-08-28,0.757514822047158
U00364,53,Female,Master,Student Aid,1050.18,725.7,Finland,2022-12-04,0.7306417340111062
U00365,28,Other,None,Unemployment,645.5,700.13,Sweden,2023-05-28,0.41130451773619536
U00366,29,Other,Bachelor,Unemployment,529.62,676.41,Denmark,2020-08-22,0.2071722167894834
U00367,37,Male,PhD,Savings,265.94,3561.35,Belgium,2023-05-07,0.38869703876645323
U00368,45,Female,High School,Student Aid,11.21,1600.0,Netherlands,2022-02-02,0.30430169062888623
U00369,54,Male,PhD,Unemployment,228.76,1826.76,Italy,2022-06-05,0.42984308417887146
U00370,64,Female,High School,Student Aid,608.1,276.57,Netherlands,2021-03-06,0.7686715680293938
U00371,37,Other,Master,Employment,94.31,70.54,Belgium,2023-04-24,0.609144431545547
U00372,46,Female,Bachelor,Employment,306.5,305.41,Ireland,2025-01-24,0.5077918828710949
U00373,54,Female,High School,Student Aid,814.86,456.03,Italy,2023-10-05,0.41168546956898067
U00374,59,Other,None,Employment,151.94,784.47,Poland,2021-08-14,0.5013937628796369
U00375,60,Female,Bachelor,Business,5.26,468.33,Portugal,2022-04-26,0.5101630359143244
U00376,73,Other,Bachelor,Employment,217.45,805.3,Ireland,2021-09-07,0.5600171711972326
U00377,61,Other,Bachelor,Savings,227.94,161.26,Italy,2021-10-23,0.5095784452001214
U00378,25,Male,Master,Business,1051.09,118.33,Portugal,2023-10-23,0.5180884900836066
U00379,25,Other,High School,Retirement,50.94,320.77,Ireland,2020-07-07,0.4845733755295895
U00380,35,Male,Bachelor,Savings,288.58,2438.2,Spain,2021-10-30,0.4959808480046505
U00381,57,Male,High School,Student Aid,438.98,144.04,Ireland,2023-02-17,0.592704306647543
U00382,31,Male,Bachelor,Employment,150.2,1264.02,Netherlands,2023-10-22,0.5211554983733846
U00383,43,Male,None,Retirement,128.58,208.21,Poland,2022-06-01,0.2579797009597397
U00384,50,Male,Master,Employment,156.72,2455.24,France,2022-07-28,0.6396514196491783
U00385,26,Other,PhD,Savings,28.45,408.77,Germany,2021-08-28,0.5453598266357337
U00386,55,Other,High School,Unemployment,118.82,1321.68,Austria,2021-03-22,0.38219702862319205
U00387,23,Female,None,Savings,694.93,2523.41,Germany,2023-07-23,0.6184850120056811
U00388,18,Female,None,Business,38.42,943.6,Sweden,2020-08-19,0.4412861724969897
U00389,42,Male,None,Retirement,119.42,1193.78,Austria,2024-04-22,0.6757370790323767
U00390,36,Other,High School,Employment,147.58,714.56,Austria,2022-03-13,0.8042535788345359
U00391,66,Female,PhD,Student Aid,236.69,705.29,Germany,2022-01-01,0.5062533555697912
U00392,25,Female,PhD,Employment,330.98,1159.49,Germany,2024-03-21,0.46514013402492926
U00393,63,Female,None,Business,208.21,938.02,Germany,2023-04-12,0.25539899488771034
U00394,53,Male,Master,Savings,280.88,1737.21,Denmark,2022-11-25,0.5256456457352329
U00395,23,Other,None,Student Aid,412.16,1508.39,Netherlands,2022-03-29,0.6978146923590791
U00396,60,Female,None,Savings,2.28,1251.16,Spain,2022-03-14,0.5130288744742704
U00397,32,Female,None,Savings,83.71,3141.32,Belgium,2020-07-03,0.38690531166999853
U00398,21,Male,High School,Student Aid,89.03,402.35,Denmark,2021-12-12,0.4578987384699839
U00399,44,Other,Bachelor,Unemployment,796.09,911.81,Austria,2023-09-10,0.3756607878701117
U00400,47,Male,PhD,Retirement,377.79,381.97,Ireland,2023-02-04,0.524521621875118
U00401,21,Female,PhD,Unemployment,519.78,886.98,Finland,2022-09-03,0.41895167252937676
U00402,73,Male,Master,Unemployment,473.1,245.82,Netherlands,2020-11-22,0.577031106224527
U00403,73,Other,Master,Retirement,988.46,792.92,France,2022-09-05,0.5335871201096992
U00404,73,Other,PhD,Employment,224.28,142.95,Germany,2023-04-16,0.7046210644960766
U00405,30,Male,High School,Unemployment,276.1,2052.36,Germany,2024-08-20,0.45740872836761975
U00406,26,Other,Master,Business,312.05,230.52,Czech Republic,2023-09-14,0.5601788324490335
U00407,74,Male,None,Savings,549.51,2763.38,Czech Republic,2024-11-11,0.3134205146913073
U00408,54,Female,High School,Unemployment,107.89,1579.93,Netherlands,2023-02-13,0.3960642203306139
U00409,53,Other,PhD,Student Aid,165.36,1321.52,Poland,2020-07-15,0.5359216192558844
U00410,50,Female,None,Retirement,165.47,199.24,Netherlands,2021-04-14,0.3826973544638589
U00411,66,Male,None,Savings,400.54,2383.55,Italy,2022-07-11,0.47220685116834377
U00412,65,Male,PhD,Business,112.31,314.02,Ireland,2021-10-27,0.4805268950399861
U00413,24,Male,Master,Savings,237.36,316.68,Netherlands,2022-07-24,0.7189240405075282
U00414,42,Male,Master,Savings,1321.54,176.03,Italy,2020-08-17,0.24720335918570896
U00415,38,Female,None,Savings,337.96,701.62,Sweden,2021-03-23,0.756281955465033
U00416,28,Other,None,Employment,1421.82,164.9,Sweden,2024-01-01,0.4381213021224282
U00417,36,Other,Master,Employment,277.31,493.59,France,2023-03-31,0.5253686075148636
U00418,53,Female,Master,Retirement,26.87,2695.34,Netherlands,2022-12-21,0.537735662724848
U00419,20,Male,Bachelor,Business,153.84,548.66,Sweden,2024-01-06,0.6742885403220621
U00420,30,Other,PhD,Employment,219.6,84.01,France,2024-08-26,0.26727041798747353
U00421,22,Other,High School,Employment,21.75,1226.54,Finland,2021-04-15,0.5946936924890251
U00422,20,Other,Bachelor,Unemployment,228.4,470.47,Belgium,2023-07-31,0.2665076043804795
U00423,20,Female,Master,Business,63.34,64.51,Netherlands,2025-03-17,0.27506188156956
U00424,52,Female,Master,Savings,393.52,751.05,Sweden,2021-12-02,0.30055350466410385
U00425,25,Male,High School,Business,260.59,111.55,France,2022-06-21,0.5165735808049203
U00426,64,Other,High School,Student Aid,67.29,921.0,Germany,2020-09-05,0.5566942189905311
U00427,47,Female,PhD,Student Aid,179.55,1693.51,Belgium,2024-01-05,0.6971014211965849
U00428,37,Female,None,Unemployment,193.24,578.54,Belgium,2020-04-26,0.317818476541039
U00429,40,Female,Bachelor,Savings,152.91,198.44,Germany,2024-09-22,0.6819646549968775
U00430,38,Female,PhD,Employment,29.26,356.55,Spain,2024-11-18,0.5212575370459858
U00431,25,Other,None,Unemployment,422.28,163.96,Czech Republic,2021-12-24,0.5755604069318638
U00432,51,Other,Master,Employment,19.56,150.2,Italy,2023-05-27,0.5873593939976094
U00433,40,Female,None,Employment,91.6,535.8,Poland,2023-12-21,0.22456919403450554
U00434,69,Male,Master,Business,98.43,3424.81,Portugal,2020-11-24,0.5761986990368816
U00435,35,Male,Master,Retirement,217.5,3021.79,Netherlands,2023-02-10,0.5376958461209571
U00436,54,Male,High School,Unemployment,148.8,834.55,Finland,2022-12-22,0.4997674241246146
U00437,66,Female,Bachelor,Business,37.11,2040.88,Belgium,2021-05-13,0.6378614724481653
U00438,47,Other,Bachelor,Savings,383.42,182.77,Czech Republic,2022-11-10,0.4564588183717023
U00439,24,Other,Master,Employment,109.01,101.26,Belgium,2024-08-13,0.32181307870369025
U00440,19,Other,High School,Unemployment,75.93,3784.91,Poland,2022-12-07,0.4470475914911657
U00441,35,Female,High School,Retirement,307.31,2074.41,Sweden,2023-10-11,0.4962459561882284
U00442,63,Female,None,Unemployment,685.61,2121.65,Finland,2023-01-29,0.6226649448800431
U00443,69,Other,PhD,Retirement,209.49,610.32,Germany,2023-09-23,0.4442430645060649
U00444,25,Female,High School,Retirement,195.16,846.53,France,2022-10-26,0.3511530100945859
U00445,32,Other,PhD,Student Aid,989.99,956.96,Netherlands,2025-01-07,0.4894251832911363
U00446,30,Male,PhD,Employment,826.77,2505.99,Italy,2021-05-21,0.5729752465739303
U00447,46,Female,None,Unemployment,33.5,1228.74,Czech Republic,2021-12-08,0.581016906752469
U00448,40,Male,PhD,Retirement,49.47,75.97,Finland,2023-11-18,0.30762520683177164
U00449,36,Female,Bachelor,Retirement,63.88,285.54,Portugal,2023-07-12,0.7459232989126254
U00450,48,Male,High School,Savings,356.27,4938.36,Denmark,2021-10-13,0.48510609349375156
U00451,36,Male,None,Savings,56.14,93.07,Italy,2025-02-22,0.3936310422647131
U00452,24,Female,Master,Student Aid,353.45,77.18,Ireland,2022-11-12,0.6281690940192042
U00453,21,Other,Bachelor,Business,300.87,311.92,Germany,2023-10-04,0.39008695554650064
U00454,46,Male,Master,Business,293.37,898.5,France,2024-12-18,0.3947492134963887
U00455,56,Other,Bachelor,Student Aid,386.55,1884.8,Germany,2020-04-22,0.7571790602290598
U00456,52,Male,PhD,Unemployment,137.55,641.59,Portugal,2022-11-21,0.34109216842862894
U00457,31,Other,None,Unemployment,58.4,587.42,Denmark,2022-09-29,0.4650992137220002
U00458,55,Other,None,Retirement,90.26,1713.99,Ireland,2022-02-03,0.3430283086063357
U00459,73,Other,Master,Business,229.92,290.79,Austria,2023-12-17,0.49770352262405065
U00460,52,Male,PhD,Unemployment,92.71,1246.46,Denmark,2023-01-17,0.5868937249401632
U00461,38,Female,Master,Savings,558.06,123.88,Poland,2024-04-04,0.3210410067634646
U00462,69,Female,None,Employment,83.71,1265.67,Spain,2024-01-23,0.493986723101517
U00463,52,Female,PhD,Employment,141.43,601.99,Poland,2024-01-24,0.7206755491240413
U00464,30,Female,Master,Employment,42.87,129.3,Denmark,2022-02-13,0.46860144842722007
U00465,73,Male,None,Savings,113.68,1398.22,Czech Republic,2024-08-26,0.2601295270329481
U00466,27,Female,PhD,Savings,799.15,350.12,Czech Republic,2024-04-30,0.4389915375430124
U00467,57,Other,High School,Unemployment,185.68,1216.69,Portugal,2021-09-30,0.611314305801396
U00468,25,Other,Bachelor,Retirement,77.23,2642.1,Sweden,2021-01-09,0.5448938870609737
U00469,40,Female,None,Business,219.2,195.26,Poland,2022-09-19,0.5132970046097018
U00470,54,Female,High School,Retirement,14.7,46.52,Finland,2024-09-08,0.7583192908527454
U00471,40,Male,None,Student Aid,377.98,89.78,France,2023-02-26,0.2979310565705455
U00472,28,Male,Bachelor,Student Aid,1059.56,3423.32,Austria,2021-02-05,0.35425789422340226
U00473,68,Female,None,Savings,61.44,229.55,Sweden,2022-04-20,0.542381528916019
U00474,49,Male,Master,Retirement,21.36,662.6,Spain,2022-12-11,0.3938220984885225
U00475,64,Female,PhD,Retirement,25.72,4125.19,Denmark,2022-03-19,0.6494071528708725
U00476,42,Other,High School,Student Aid,1118.8,1320.8,Denmark,2021-12-30,0.3864807367145809
U00477,20,Female,High School,Retirement,38.82,1145.45,Germany,2021-07-22,0.5962531155731974
U00478,72,Other,PhD,Retirement,12.86,4148.89,Spain,2020-07-05,0.6836940630839498
U00479,38,Other,None,Business,40.14,771.71,Netherlands,2020-09-11,0.4944835541456828
U00480,49,Male,None,Student Aid,413.58,2004.11,France,2022-05-21,0.34771798952821775
U00481,51,Female,Master,Student Aid,41.12,495.47,Finland,2024-05-06,0.34327862089684497
U00482,42,Other,PhD,Business,53.62,383.9,Sweden,2020-12-03,0.20504651159359977
U00483,37,Other,High School,Retirement,38.86,263.98,Czech Republic,2024-03-05,0.5461110046713651
U00484,52,Female,Master,Business,333.92,457.38,Denmark,2023-10-30,0.6223605818808945
U00485,56,Other,None,Employment,562.24,3014.88,Denmark,2025-03-14,0.6256344055037559
U00486,38,Other,PhD,Savings,1150.48,1654.91,Netherlands,2021-12-16,0.3779531965910488
U00487,63,Male,Master,Retirement,449.43,1281.1,France,2023-07-27,0.527153233805556
U00488,60,Male,Master,Unemployment,94.14,930.68,Italy,2024-07-04,0.305475207806623
U00489,30,Male,Bachelor,Business,54.03,169.5,Germany,2023-09-14,0.6219034138465993
U00490,48,Female,High School,Savings,201.06,195.98,Portugal,2022-05-19,0.5866865770687265
U00491,61,Other,None,Employment,395.93,937.68,Denmark,2021-07-23,0.5361129769232852
U00492,71,Female,None,Business,249.74,1401.11,Sweden,2020-05-08,0.8902524671270593
U00493,56,Female,Bachelor,Business,258.24,2516.04,France,2021-03-18,0.32102680308519
U00494,33,Other,None,Business,501.0,1624.42,Finland,2023-12-02,0.4650659880144352
U00495,20,Female,High School,Unemployment,1441.45,125.34,Netherlands,2022-03-01,0.6931973710702908
U00496,60,Other,Bachelor,Unemployment,111.72,1627.37,Sweden,2021-10-19,0.4365782058371685
U00497,63,Female,PhD,Business,287.12,249.94,Czech Republic,2024-09-16,0.6794947229968477
U00498,69,Male,Master,Unemployment,222.8,2261.03,Ireland,2024-04-03,0.4085325643520927
U00499,71,Male,Master,Student Aid,536.35,13.31,Sweden,2020-09-24,0.6240491583675977
U00500,37,Female,PhD,Retirement,118.77,193.45,Portugal,2025-01-16,0.6196704009574124
U00501,72,Female,None,Savings,190.64,836.71,Belgium,2022-06-04,0.4568613470824718
U00502,21,Male,Bachelor,Savings,384.12,2607.93,France,2021-05-03,0.35876157239740314
U00503,52,Female,High School,Student Aid,44.49,1305.36,Austria,2024-03-09,0.4375708995904789
U00504,34,Female,None,Employment,266.17,786.96,Finland,2021-06-09,0.3228826906024491
U00505,31,Other,High School,Retirement,385.56,131.96,Germany,2024-04-03,0.6101391375765087
U00506,73,Male,Master,Unemployment,277.51,1354.15,Czech Republic,2024-10-27,0.3509932691624215
U00507,35,Male,PhD,Employment,276.5,27.84,Italy,2025-01-21,0.663541175951639
U00508,36,Female,Master,Employment,18.1,488.19,Belgium,2023-01-01,0.2868523158390831
U00509,47,Male,PhD,Savings,1204.7,282.63,Netherlands,2024-01-26,0.5122344552476549
U00510,62,Male,PhD,Employment,47.86,477.34,Netherlands,2024-08-06,0.6959836192646521
U00511,72,Male,High School,Retirement,80.7,557.15,Germany,2023-12-07,0.6159649912308307
U00512,71,Other,Master,Business,308.64,656.26,France,2024-12-18,0.6323323673700212
U00513,21,Male,Master,Unemployment,205.65,235.59,Finland,2024-02-05,0.6275140983975214
U00514,43,Male,PhD,Unemployment,265.85,244.71,Sweden,2021-08-28,0.631357379360147
U00515,27,Male,High School,Employment,122.17,31.86,Spain,2024-05-04,0.5211329370366806
U00516,62,Male,Bachelor,Savings,457.78,69.33,Finland,2024-02-18,0.23473409516557225
U00517,52,Other,None,Unemployment,168.46,2473.74,Germany,2022-07-05,0.444675465561119
U00518,66,Female,Bachelor,Retirement,171.37,3324.29,Germany,2022-05-29,0.5602656923837861
U00519,53,Male,Bachelor,Unemployment,42.98,100.84,Denmark,2022-08-30,0.49587276424240456
U00520,18,Other,PhD,Employment,454.53,8.46,Germany,2024-09-26,0.7658377395004616
